content,score,Label
Bintang 1 karena ada fitur edit temenku si a sama si e suka edit edit pesan soalnya apdet kedepannya tolong di hapus ya klo gk saya ttp kasih bintang 1,1,Negatif
"Kenapa jaringan bagus selalu engga bisa masuk ,, terjadi kesalahan mulu ,, mohon perbaiki",1,Negatif
Karena Discord Saya bisa tau IP Game saya dan juga bisa join ke server itu #JoinLiquidSkuy,5,Positif
"Knp skrng cmn bisa login menggunakan nomor telfon, akun saya jd hilang yg tersambung menggunakan fb & email",1,Negatif
Knp nggk bisa login maupun register,3,Netral
"Aku kok tidak bisa registrasi ya,padahal aku ingin berpartisipasi dalam salah satu event game yang ada di discord, coba jelaskan kenapa saya tidak bisa registrasi",1,Negatif
apk nya bagus aku bisa ngobrol jarak jauh walaupun berbeda daerah tapi tetap bisa mendengarkan suara mereka,5,Positif
"Aplikasinya sangat bagus untuk berkomunikasi, mencari teman dengan mudah, cheers for developers",5,Positif
Apk nya lumayan bagus tetapi kenapa saya tidak bisa masuk dengan akun baru yah?,2,Negatif
"Gak ada alasan, kalo mau tau kenapa aku kasih bintang lima download aja sendiri",5,Positif
"Penggunaan kuota boros sekali Sekalinya ngebuka udh habis 200mb, tolong adakan fitur penghapusan pesan terdahulu, dan adakan fitur Pesan Favorite",1,Negatif
"Gak bisa login padahal sandi dah bener semua gak ada yang salah lagi, tolong di perbaiki 😁",1,Negatif
Udah logout dri bot...pas mau login lagi gk bisa,2,Negatif
"KENAPA AKU RATE 1 BINTANG? KARNA,AKU KAN PECINTA YANDERE SIMULATOR ,TRUS KAN SAYA GK PUNYA LAPTOP ,JADI YA AKU PUTUSKAN DOWNLOAD FANGAME AJA. TRUS AKU NEMU DI YT VID FANGAME YANSIM GAME NYA ITU DAH UPDATE , PAS AKU CEK DESK VIDNYA TERNYATA LINK YG APK YG UDAH UPDATE PRIVATE HARUS CARI DI DISCORD RESMINYA, YA AKU DOWNLOAD LAH DISCORD,TRUS WAKTU LOGIN SUSAH BANGET!!!! UDAH KU KASIH EMAIL, PASSWORD EMAIL,NAMA ASLI,DLL TAPI TETEP AJA GK BISA!! TOLONG DONG DEVNYA PERMUDAH KAMI !!",1,Negatif
"Tidak bisa log in, sms verifikasi Tidak dikirim tolong diperbaiki",1,Negatif
Bagus cuma agak sedikit bug saat mau verify,5,Positif
busuk. minta verifikasi ke nomor hp tapi kodenya ga masuk masuk.,1,Negatif
"Kok saya tidak bisa install apknya ya,tolong di perbaiki untuk developernya🙏🙏🙏",1,Negatif
Aplikasinya bagus banget aku jadi bisa lihat kitten gaming dan tau apa yang di ya lakukan dan kenapa di ya tidak bernah buat konten lagi selama 2022dn kenapa di ya jarang masuk sans smp 😇😇😇😇😇😇😇👍👍👍👍👍,5,Positif
Bagus untuk obrolan dengan teman sampai asik bersama sama,5,Positif
Yaa lumayan bagus bisa mabar SMA youtuber uhuyyyy,5,Positif
"Aplikasi ini sangat bagus , dalam komunikasi , sistem nya . Terimakasih devoloper",5,Positif
Apk ini bagus .. cuman kurang tambahin bot gratis dan jangan lupa perbaiki atau upgrade bot nya .. sekian terima gaji,4,Positif
"Udh bisa login sekarang, kemarin masih gk terlalu ngerti loginnya jadi gagal, tolong tambahin bahasa indonesia biar lebih ngerti cara pakenya",4,Positif
Ini saya gak bisa login berulang Kali saya gak masuk masuk,4,Positif
Gw cmn ngecall tmn gw dan itu suka tetiba keputus gkda suara klo mau ada suaranya lagi harus ke apknya lagi baru bisa ;( cara biar gk keputus gmn cug,4,Positif
Aplikasi nya jelek susah untuk login maupun register pokonya jangan download aplikasi ini!!!!!!,1,Negatif
Knp sya login sudah pake sandi asli kok salah ya? Padahal udh bener kok.,1,Negatif
"Untuk semuanya sudah bagus tetapi terkadang saat connecting lama sekali walaupun jaringan internet stabil. Semoga fitur ganti akun tanpa log out ada di versi android, karena fitur itu cukup berguna bagi saya mungkin orang lain juga. Terima kasih!!",5,Positif
Tolong ganti bahasa nya jadi bahasa indonesia bukan bahasa inggris,1,Negatif
"aplikasi discordnya menurut saya sangat bagus, namun pas lagi veryfy nomor hp nggak keterima sms kodenya... mohon diperbaiki ya....",1,Negatif
Kenapa gk bisa bikin akun ya padahal saya sudah menuruti semua,1,Negatif
"Anjay aplikasinya nge game, dengan teman"", voice call gg",5,Positif
Saya suka app ini karena saya bisa berbicara dengan teman saya ( Saya suka melebihi whatapp),5,Positif
Padahal sudah login gak bisa masuk gimana si ni apk,1,Negatif
Mntp bngt sih ni apk mempermudah komunikasi ama temen dari jarak jauh,5,Positif
Sumpah gw bingung cara masuknya trus nambah hCaptcha malah lebih bingung mo masuk ini gimna sih mau masuk doank gak bisa....,1,Negatif
"aplikasi nya sangat bagus bisa mendapat kan robux kalian wajib banget donload aplikasi nya kalo kalian mau mendapat kan caranya kalian tinggal cari di youtube cara mendapat kan robux di apk discord dan kalian tinggal tontondeh 100% bisa mendapat kan robux ,bye",5,Positif
Mantap karena ini saya punya Teman dan ngajak Voice bareng- bareng sambil Mabar/Nobar,5,Positif
Gw heran gnapa gw mau register kode nya gak muncul muncul udah tiga hari gw coba gak bisa bisa.😒😒😑😑😤😤,1,Negatif
Aplikasinya bagus. Gampang di pakai dan bisa screen (live). Ada bot musik juga. Ini aplikasi paling THE BEST,5,Positif
"Bagus bgt buat open mic di game,, cuma kadang rada lag,,",5,Positif
Bagus banget apk nya,5,Positif
Aplikasi aneh gua padahal sandi dah bener semua dah bener tapi knpa invalid semua coba ya ampun saya sampe mau nangis kalo login ini tolong ditanggapi secepatnya heran aplikasi 100 jt yg donload tapi kayak aplikasi blom jadi hadehh saya udah cape lama lama dasar aplikasi aneh,1,Negatif
Buat dengerin lagu atau ngobrol jelek bgt kualitasnya,1,Negatif
Kenapa saat saya berbicara teman saya tidak bisa mendengar saya? Padahal volume hp udah gede tapi di sensitivitas tetap ga kedengaran,3,Netral
Kenapa saya tidak biasa masuk apakah aplikasi ini sudah rusak...?,1,Negatif
"Gabisa login padahal sandi sudah benar , menjengkelkan! Kapan bug ini berubah",1,Negatif
Apk sangat bagus walaupun perlu sedikit bug fiks tapi yah masih bagus,4,Positif
Bintang 2 dulu karena kenapa ya discord ini botnya suka kayak ke hack gitu jadi tiba tiba server saya itu kayak di ambil alih sama botnya tolong di perbaiki plsss? Apl gak worth😭😭😭,2,Negatif
"Ini kenapa ya saya donwload kok habis 100%kembali lagi mulai dari nol,kenapa ya mohon diperbaiki",2,Negatif
Karena discord ini saya merasa terbantu untuk main game yang gak bisa voice,5,Positif
Bagus aplnya tapi kadang ngeselin!,5,Positif
"Aplikasinya lumayan bagus. Kalau bisa kasih rekomendasi server lah, server Discord ku cuma 1 gatau kudu join mana buat have fun :3",4,Positif
Ga tau lagi saya padahal saya ga bisa login pake email ataupun phone kenapa sih makin banyak update makin rusak,1,Negatif
Aplikasi nya bagus untuk komunikasi dengan teman,5,Positif
Memang discord seru. Nah tapi suaranya itu pas temen bilang di telpon itu putus² gk tau kenapa.,4,Positif
Apk burikkk tadi udh login password nya udh beneeer sama verivikasi nya tapi ga bisaaa mohon diperbaiki ya developer nya😐,1,Negatif
"Aplikasi ini sangag keren, bisa berkomunikasi dengan lancar tidak seeprti aplikasi sebelah",5,Positif
Aplikasinya sangat berguna tapi gemana ya cara membuat akunya,4,Positif
Kenapa tidak bisa verifikasi caphta terus saja kembali tolong di perbaiki,3,Netral
Kok verifikasinya lama banget sih udh nungu 5 menit masa gk ada muncul2 itu tolong dong ini gmn caranya soalnya sudah dari email dan nomor HPnya sudah kumasukin,1,Negatif
"Saya juga terkadang sangat bingung, mengapa aplikasih discord saya tidak bisa di akses di dalam nya, saya coba cek signal, ternyata masih bagus, dan saya mau akses discord tersebut malah gabisa di akses entah mengapa, padahal dari data aplikasih tidak ada yang saya ubah sama sekali, dan saya coba otak atik handphone saya ternyata tetap, tolong dong pihak Developer segara atasi hal ini 🙏",2,Negatif
Yaaa aplikasi ini sangat membantu saya untuk berkomunikasi dengan teman saat bermain game di pc,5,Positif
bagus dan berfungsi,5,Positif
Aplikasi yang sangat bagus untuk bertanya tanya dengan teman,5,Positif
Gimana cara masuk nya? Tapi bagus kok baguss bgt,5,Positif
"Mantapp,untuk main point blank bisa sambil ngobrol.. 😁👍👍",5,Positif
Gaada notif yang masuk padahal dah dikirim ulang terus kodenya,1,Negatif
Tolong dong discord saya bug sudah login tidak masuk masuk saat masuk kembali error' isinya kosong saya memakai akun saya yang banyak server nya tolong,1,Negatif
"hah? Ini knp sih udah masukin no telp, coba pake gmail tetep ga bisa masuk code nya, padahal dulu akun lamaaa bisa bisa aja. Knp skrng ga?",3,Netral
Susah amat login pakai email NAMA Udah dipake kode Kepanjangan SEKARANG EMAIL DIPAKAI 😡😠,1,Negatif
Aplikasi nya sih bagus ya tapi ak kan kehapus try ak login lagi pake akun ku kok gk bisa ak buat baru malah tulisanya gk bisa soalnya udah ad akunnya,4,Positif
aplikasinya bagus banget iiiiiiiiiiiiiiiiiiiiiii,5,Positif
Discord adalah game yang sangat bagus saya suka sekali discord,5,Positif
"apk nya mati sendiri baru main game tiba"" dc mati coba dong min perbaikin",2,Negatif
"Aplikasi ini bagus tapi aku mau bilang kenapa pas mau login ada tulisan, login or password is invalid",4,Positif
"Bagus, tapi kenapa saya memiliki pesan seperti, ada masalah dan sesuatu. Semoga diperbaiki. Tapi bagus sih buat ngeroasting meowbah",4,Positif
"Saya harap, saya mewakili player hp berharap penambahan fitur activity di android, soalnya activity hanya bisa di PC saja, saya harap ketika kita membuka aplikasi di android, juga bisa di tampilkan di activity discord",5,Positif
"Bagus,apk ini bagus dan bisa main samp",5,Positif
"App ini sudah bagus dsbnya, Entah mengapa ketika saya mau login Di device lain dengan email yg sama dll dan kode juga dri backup 2fa kenapa tidak bisa ya? Tolong plissss!! , Diperbaiki ya . Terus juga kalo kita tinggalkan beberapa Minggu harusnya tetep masih ke login bukan tampilan buat akun dsbnya , dan satu lagi tolong dong comprase GB nya jadi lebih kecil lagi karena hp saya hampir kepenuhan jadinya tolong dikecilkan lagi , tapi dari keseluruhan sudah bagus . Bintang 2 Bru nanti bintang 5",2,Negatif
"Saya sangat kecewa sama ni Apk Karena apa sudah berkali-kali hari ini gw Coba login balik di discord setiap kali login captcha selalu ada tulisan ""Login Or Password Invalid"" maksudnya apa padahal nomor hp gw ataupun email ataupun nickname dan sandi gw udah benar tapi tetap aja gagal login Jadi saya harap tolong di perbaiki dan jika masih seperti ini sampai seterusnya saya sumpahkan aplikasi dan perusahaan aplikasi ini cepat bangkrut",1,Negatif
Ini kenapa sih aplikasinya mau bikin akun aja gk bisa abis ngisi data trus setelah verify hcaptca itu reset2 terus balik ke awal suruh ngisi data lagi..tlong perbaikin segera gk bisa di pake untuk pengguna baru yg mau bikin akun,1,Negatif
Nice aku pencinta pokemon dan bisa nangkep pokemon saat dikasi bot jadi i love this app,5,Positif
Ada setting ya itu veriyfikasi email atau phone number u nyebeling gw rate bingtang 1,1,Negatif
Sangat bgs dan seru di tambah dengan adanya game di dc semakin menarik menurut gw,5,Positif
"Kenapa saat saya login email udh bener tapi kata sandi salah, saya mencoba untuk buat sandi baru tetap aja salah kenapa??, Padahal udh bener semua loh tolong di benerin lah",2,Negatif
Aplikasi ini sangat membantu saat voice chat jadi main game sambil telfon gak ngelek dan bisa tonton ytb bareng temen temen mks,5,Positif
"Udah berbulan-bulan aku punya app ini di hp, tapi masih belum paham juga cara kerjanya gimana. Ini applikasinya yang salah apa akunya aja yang gblk",4,Positif
Tolong ya discord ini kenapa setiap mau verify SMS code tidak muncul lama kali tolong di perbaiki,1,Negatif
Padahal kata sandinya udah bener tapi masih nggak bisa,1,Negatif
Bagus karna gua gx bisa bikin aplikasi,5,Positif
Hallo selamat siang Game ini Banyak bug Tolong di perbaiki,1,Negatif
Aplikasi ini cukup oky bisa di Terima,4,Positif
Discord makin mantap.. Saya menunggu sepecatnya switch account tersedia di aplikasi android,5,Positif
Saya suka dengan discord lebih nyaman saat berkomunikasi,5,Positif
"Ini adalah Aplikasi Komunikasi Paling Bagus Yang saya Pernah temukan Bisa Mabar,Ngobrol, yaa Semuanya Lah ini aplikasi eamng keren banget sih..",5,Positif
"Halo admin conquerors golden age....... Kenapa gak ada bahasa indonesia, saya gak ngerti bahasa arab 😓😓😓",2,Negatif
Plis adakan bahasa Indonesia agar lebih mudah berkomunikasi,3,Netral
"Gk ngerti pakenya, bahasanya indonya gak ada ya?!",2,Negatif
Terbaik.. Aplikasinya bisa untuk nambah temen dan maen bareng sekaligus. Terima kasih,5,Positif
Woy tolong lah Gw nggak bisa masuk discord terus asal masuk Ada gambar gambar gitu,2,Negatif
sangat bagus dengan apk ini aku mendapatkan banyak teman,5,Positif
Kok g bisa login acc gua padahal uda coba cari di yt masih gagal semua jadi kusaranin jan percaya discord pas login,1,Negatif
Keren cuma bisa gak lain kali pake bhs indonesia,5,Positif
Yey dapet teman bari di aplikasi ini bisa bermain sama subcraiber kk alin yeyen seneng gk main sendiri lagi,5,Positif
"Aplikasi sangat bagus, membuat saya lebih mudah untuk menjelajah pekob pedia",5,Positif
Gak bisa login padahal dah bener ----,1,Negatif
Discord aplikasi jelek bikin dua akun disatu aplikasi aja gak bisa 😡,1,Negatif
"Ini aplikasi nya bagus bisa komunikasi, sama voice, mabar sama temen juga",5,Positif
Mohon maaf saya kasih bintang 1 karena kalo login ke akun discord yang udah ada gak bisa login mohon perbaiki bug ini,1,Negatif
Saya suka aplikasinya saya bisa ngomong sama teman saya dan bersenang-senang di grupnya semoga ada update bahasa indonesinya biar saya ngerti tapi saya biasa bahasa inggris tapi sedikit,5,Positif
Discord ini sangat bagus aku menyukainya 😄😄😄💟💟💟,5,Positif
Sebenar nya aplikasi ini bagus bisa pasang mod melon Playground tapi saya lupa untuk masuk nya,2,Negatif
Dikit dulu karena baru download,3,Netral
Aku kasi bintang dua aja soalnya kata sandi nya salah Mulu udah aku coba yang lain masih aja salah,2,Negatif
"Discord,Saya Nak Cakap Kalau Discord Saya Bug,Saya Nak Verify Phone number tapi kenapa tak Leh,silakan perbaiki app nya :)",3,Netral
Pokok Nya Ini Aplikasi Benar² Bagus Banget Sih Gw Sebagai Pengguna Baik Discord Sangat² Berterimakasih,5,Positif
Saya bintang satu karna saya emosi banget padahal password nya bener tapi salah,1,Negatif
Susah login nya sama password nya hp gua lupa jadi gak bisa login ada cara lain gak sih buat login,4,Positif
terlalu baguss... 👌👌👌 sebenarnya 5 bintang untuk aplikasi kayak gini gk cukup karena saking bagus apk ini sy kasih bintang sebanyak2nya ⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,5,Positif
Aplikasi nya bagus karena aplikasi ini aku bisa main GTA samp multiplayer,5,Positif
Orang lain gk bisa bikin apk ini yang bagus,5,Positif
Saya pas udah register abis itu kan dosuruh login pasudah masukin email sama pasword nya eh malah balik lagi,3,Netral
Discord nya ga jelas masa aku masukin pass word roblox sama asli ga bisa,1,Negatif
"Saya kasih bintang 1 untuk sekarang, saya sudah menggunakan aplikasi ini sebelumnya nyaman saja dan ini aplikasi bagus buat komunikasi tapi sekarang ketika saya install lagi.. ketika mau login saya tidak bisa masuk",1,Negatif
Aplikasi ini keren jadi bisa Mabar dengan teman di jauh gausah pake tulis lagi deh,5,Positif
Ini apa kok akunku ilang gak bisa dikembaliin terus hcaptcha tidak bekerja dengan baik!!,1,Negatif
🤩🤩wih bagus nih ini lebih baik dari aplikasi lain bisa mabar+ricord tanpa ribet😁,5,Positif
Sulit login di smartphone ribet banget,3,Netral
Aplikasi sangat saya samgat tergoda untuk mendowload ya,5,Positif
Apk ini bagus malah saya pakai sehari hari,5,Positif
"knpa mau register ga bisa? di coba di ulang² ngikutin instruksi, kodenya ga masuk juga?!",2,Negatif
Aplikasi buat kesel login akun sampek 1 jam ajg.lah,1,Negatif
Hal yang gua benci sama aplikasi ini adalah Legal Umum Tanpa VPN Pertemanan Sangat Membangongkan,1,Negatif
"Heran password ud bener, nama/email ud bener, masih di bilang salah, ga bisa log in, 2x kejadian kek gini, males dah",3,Netral
Ka admin bisa tolong akun discord saya di hapus semuanya nggak ? Saya nggak bisa login.... 😭😭,4,Positif
Aplikasi gak jelas login aja kaga bisa gak jelas banget,1,Negatif
Aplikasi nya bagus memudahkah saya untuk berkomunikasi. Bersama teman aplikasi ini juga merupakan aplikasi yang saya suka tapi saat saya ingin membuat akun baru menggunakan nomer telpon dan saat saya masukin kode pin tiba tiba tidak bisa tolong di perbaiki ya,4,Positif
Aplikasinya susah gabisa login aja ribet liat di tutor gabisa gimana dong juga password salah terus😔🥺 Aplikasi bikin ribet😡,1,Negatif
Aplikasinya bagus tapi aku ko gk bisah masuk udah Register tapi gk bisa di perbaiki ya 😊👍,3,Netral
Gak bisa login dc tytyd,1,Negatif
Bagus aplikasi coba download dulu ⬇🔄👉📱👍😎,3,Netral
Knp di SMS saya tidak ada tcaphca nya ya supaya saya bisa chat di discord tapi gk di kasi kasi code chapcha nyaa,3,Netral
Bagus sih cuman kok saya udh register trs masuk dalam discorednah terus suruh taro email atau nomor WA tapi aku pencet yg kasih nomor WA gak bisa,5,Positif
Pala bapakmu lah email. Login aja gak bisa,1,Negatif
"Suka connecting trus, padahal jaringan saya bagus. Tolong diperbaiki lagi!!!",3,Netral
Mohon maaf min saya kasih bintang 3 karena saya tidak bisa memasukkan nomor hp saya dan juga waktu register lewat nomor hp tidak muncul pesan untuk memasukkan kodenya mohon diperbaiki ya min,3,Netral
"Kok aku gabisa register udh nunggu ber bulan² masih gabisa bacaannya"" can't register right now "" Sama udh pindah HP masih gabisa gmn cara register nya?",3,Netral
"untuk yg lain sih bagus, tp tolong perbaiki yg bagian pas main sm temen tuh kadang suka disconnect sendiri discordnya.",4,Positif
Woy ini knp dah dc nya... Padahal e-mail sandinya benar.... Tolong lah benerin,1,Negatif
"INI KENAPA GAK BISA DIDOWNLOAD ANJENG ANJENG,GW DOWNLOAD APL LAIN BISA GW JUGA DOWNLOAD APLIKASI DISCORD DI GOOGLE JUGA BISA LAH INI DI PLAYSTORE KENAPA GAK BISA KENTU ASU",1,Negatif
Aplikasi sangat bagus dan membantu 👍🏻👍🏻♥️♥️♥️♥️♥️,5,Positif
"Gak tau ini udh yang keberapa kali uninstall instal lagi, eror aplikasinya bacanya diisitu suruh masuk email untuk verifikasi akun padahal sudah punya akun, barang dimasukin kata sandi dan email yang bener dibilang salah. Lewat number phone juga gitu udh dapet kode nya sudah masuk bacanya eror sistem, padahal lagi ngikutin salah satu seminar",4,Positif
Kenapa waktu aku verifikasi email masih minta verifikasi??,1,Negatif
"KONTIL,DS GUA TIBA² DC SENDIRI NGTOT ,UDAH ITU GA BISA DI BUKA LAGI PW NYA SALAH IMEL NYA JUGA EROR ,TOLONG MIN DI BANTU😫",1,Negatif
Bug pas mau ganti foto profil sudah pilih gambar tapi gak nyuruh di crop malah ga ada respon,2,Negatif
"ntah knp setiap gw join voice trus buka aplikasi lain, selalu disconnect, padahal sebelumnya ga kek gitu",1,Negatif
Saya jadi bisa menemukan group chat untuk teman mengobrol,5,Positif
Daftar dengan nomor hp ko ga ada balasan kode,1,Negatif
Bagus buat komunikasi,2,Negatif
Aplikasinya bagus bisa memuat banyak anggota dalam 1 grup.,4,Positif
"Aplikasi jelek masa mau download ulang kaga bisa login si?!! Dahlah jelek""",1,Negatif
"Seru banget! Tempat mencari teman terbaik! Aku akan kasih 5 bintang karna menurut ku sudah cukup. Semoga lebih berkembang lagi, Discord :)",5,Positif
"Susah kalau keluar susah masuk lagi, tinngal kasih musuk susah kali",1,Negatif
MANTAB SEKALI SAYA BISA MENEMUKAN BANYAK TEMAN DI APLIKASI INI!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,Positif
Hallo untuk pihak discord kenapa saat verifikasi nomer telephone kok gak ke kirim kirim codenya padahal aku sudah mengisi nomer ku dengan benar,3,Netral
Verikasinya yaampun.......tapi gafafa ini apk bagus,5,Positif
Ini aplikasih sangat mantap gua sampai bisa jadi youtuber,5,Positif
"Bruhh,nggak ngerti bahasa inggris",5,Positif
Saran tambahkan fitur pelukan biar jadi teletabis,5,Positif
Gak bisa di install padahal memori masih ada 13 GiGa+gak lek tetep gak bisa download,1,Negatif
"Bagus, tapi fitur voice chat kurang halus",4,Positif
"Buat, developer, aku kasih bintang 1 ya karna, waktu aku login dc, dan aku tambahkan password dan email, tiba"" Passwordnya invalid,!! Tolong yah buat developer benerin login dc nya 🙏!",1,Negatif
Sumpah discord ini bagus banget sampai gw pingsan coi,5,Positif
"Tolong kenapa saya tidak bisa registrasi, tidak bisa mendapatkan kode verifikasi:) Padahal jaringan bagus dan lancar, tolong perbaiki...",3,Netral
Gk jelas gw gak sengaja pencet tanda suara tiba tiba item layar nya terus susah banget di kembaliin jadi nya temen gw udahan gegara begitu dah ngeselin😡,3,Netral
"Akun saya dibanned dengan alasan spamming padahal pakai discord saja jarang, sekalinya mau login ada perlu saja dipersulit",1,Negatif
"sharescreen gua audionya kaga ada trs, padahal versi android gua 11, perizinan semua2nya udh gua izinkan, mic hedset semua aman. aneh tolong tutor dek gmn cara mengatasinya",1,Negatif
Bagus sih bagus tapi tolong di fix yang something went wrong nya ya udh 10Kali ganti akun gw,3,Netral
Ngebuat akun... Suruh verifikasi... Berhasil... Suruh verifikasi lagi.... Di banned padahal gak ngapa ngapain,1,Negatif
gane nya online atau tidak kalo online aku kasi bitang satu kalo tidak aku kasi bintang sapeluh,5,Positif
"Jika anda menggunakan ini untuk menghujat kucing brengsek tolol itu, haha kita sama bro.. teruskan",5,Positif
Udah register gk bisa login tolol,1,Negatif
"Mau login pake email salah password, mau regist pake email udah kedaftar maunya apa??",1,Negatif
BUG pada hape Poco F3. Saat memilih Audio out put (speaker) Mic tidak berfungsi. saat Audio output dipilih Phone mic berfungsi.,1,Negatif
sangat bagus untuk mendiskusikan tentang game dan bisa memberikan kode untuk masuk bermain game,5,Positif
Apk gak berguna pas mau login gagal mulu dasar apk gak berguna,1,Negatif
Kok apk nya gk bisa di pake,3,Netral
"Aplikasinya bagus, namun sayang sekali saya tidak dapat mendownloadnya. Padahal ruang penyimpanan tersisa di hp saya masih sangatlah banyak. Setiap mendownload selalu gagal",3,Netral
udah diupdate tetep aja ada bugnya. verifikasi channel failed mulu pdhl settingan udh normal semua,1,Negatif
"Aplikasi yang bagus, bisa digunakan untuk sekolah ataupun hanya untuk bersenang2 dengan teman, menemukan banyak teman disini dana salah satu tempat komunikasi terbaik yang saya pernah coba, bisa memberi name tag ke orang lain dengan mudah tanpa harus memberitahu nomor telepon untuk berkomunikasi jarak jauh saja",5,Positif
Ini apk bagus bisa ngomong sama teman dari jarak jauh,5,Positif
Ini kenpaaaa aku udah masukin kode nya tapi ga bisaa.tolong perbaiki dong aku lagi butuh APK ini!!,1,Negatif
YABagussi tapi mohon di adain Bahasa Indonesia,5,Positif
"Bagus sih buat berbicara sama teman, tp terkadang suara saya atau teman saya tidak terdengar padahal jaringan lancar sekali. Ini sangat bagus untuk berkomunikasi saat bermain game, trimakasih...",4,Positif
Applikasi yg sangat bagus dan membantu,5,Positif
Sangat bagus untuk bantai meow bah saya kasih bintang lima :),5,Positif
Ini aneh atau gimana masa saya kirim fto dan video di discord ga bisa padahal sinyal stabil bagus malahan,1,Negatif
Bagus banget discord nya buat main bareng temen,5,Positif
"Sangat amat bagus serta nyaman digunakan walau masih ada bug, mungkin update nanti bisa di perbaiki, jadi disini saya Sulaba Prabangkara menyimpulkan bahwa discord ini sangat amat teramat amat bagus, jadi tunggu apa lagi download (install) ini di hp/PC/laptop kalian, karena ini sangat bagus",5,Positif
"Bro?, gw pas registrasi tu yak, udh gw teken hCaptcha nya trus tiba-tiba balik lagi ke halaman buat nama&pasword, saran gw ni yah mnding discord gausah pake captcha² gitu dah, soalnya dulu gw main discord ga ada captcha² an gitu, jdi gw ksih bintang 2 karna kesel",2,Negatif
gak bisa masuk harus ngulang pasword,2,Negatif
"Tolong Perbaiki, Setiap Mau Login Dengan Nomor Hp, Tapi Kode Tidak Di kirim² Padahal Nomor Hp Sudah Benar, Tolong Cepat Perbaiki Nanti Saya Tambah Bintang Nya.",4,Positif
Kenapa harus memaksa verivikasi padahal pas verify gak bisa kan apk nya gak nyambung banget resend code aja gak bisa perbaiki lah jangan diam aja,4,Positif
Apk sirkel nih Harus punya sirkel gwej dari dulu belum dapet sirkel Sama sekali gara gara main nya beban,4,Positif
"Apa apaan ini?! Saya sudah capek capek register dan pas saya login dan mau verifikasi tapi tiba tiba ga bisa! Dasar, aplikasi gajelas!",1,Negatif
Tchh. Invalid terus padahal udah benar 😕,2,Negatif
Aplikasi ini sangat keren aku bisa berkomunikasi dengan orang luar,5,Positif
Aplikasi ini bagus dan berguna sekali.,5,Positif
Bagus karena app nya sudah diperbaiki,5,Positif
"Hilangkan fitur verifikasi nomor telpon Ditungguin lama bngt bahkan sampe gw ulang"" pun ttp gk dapet sms verifikasi padahal nomor udh bener Apk gk jelas",1,Negatif
Sayangnya tidak ada translate,3,Netral
Gk tau mau bilang apa Cuma pngen download aja :>,4,Positif
Saya sangat suka dengan aplikasi ini karena saanga membantu,5,Positif
Wow bagus bangt seru main ama youtuber ty ty ty banget,5,Positif
Jelek banget gak bisa dibuka pas login gak berhasil mulu,1,Negatif
Sangat sulit...kalo di uninstal lalu instal dan akun sebelum nya gk bisa kembali...itu bug atau apa?,1,Negatif
Aplikasi ini sangat bagus Untuk menghina si Meowbah ato midbah,5,Positif
Saya Suka Aplikasi Ini Karena Saya Bisa Menghina Midbahh (✿ ♡‿♡),5,Positif
"Kalo bikin aplikasi yang niat dong, masa mau bikin akun susah, Verifikasi berulang""",2,Negatif
maaf ini ada bag atau apa tolong segera di perbaiki ini sangat mengagu saat saya ingin membuat akun baru tidak ada kode yang di kirim ke no saya atau imel saya tolong segera perbaiki,3,Netral
"Makasi discord,dgn aplikasi ini saya bisa menginjak dan menghujat meowbahh :)🤙🏻✍🏻👌🏻✨",5,Positif
"Apk ini sangat membatu saya berkumunikasi,dan juga membantu player among us untuk lebih berbohong. Terima kasih discord :)",5,Positif
"Pernah download aplikasi ini buat vc sama ayang, tapi ayangnya udah pergi, 15-09-21 dan berakhir di bulan Januari.",5,Positif
"Aplikasinya bagus banget, aplikasi ini saya pakai untuk menghujat meowbahh",5,Positif
Ngak bisa login padahal dah cek berkali kali tolong diperbaiki,1,Negatif
Tidak bisa login karena ada captcha yang merepotkan!!!,1,Negatif
"verifikasi eChapta pas register kebanyakan, ngabisin waktu dan energi padahal aplikasi ini penting tapi pas register gagal mulu padahal eChapta udah bener banyak bgt",3,Netral
Karna Aplikasi ini Saya Bisa Join Ke Discord Meowbah Untuk Mengejeknya,5,Positif
Kek ajg dengan verify nya tapi bagus lah gua jadi bisa main GTA samp.trus verifynya Jan susah susah kntl.,5,Positif
"Gk bisa login, captha mulu",1,Negatif
Aku login kok sering eror ya,3,Netral
Karena aplikasi ini saya bisa baiwan sama meowbah 😊😊😊,5,Positif
Saya login ko ga bisa padahal udah coba berkali kali jadi saya kasih bintang satu dan pakai register pun tidak bisa,1,Negatif
"Saya harap admin juga akan memasukan bahasa Indonesia, agar para gamer di Indonesia labih mudah dalam membuka aplikasi ini.",1,Negatif
Tidak suka dengan verikasi kalau bukan robot karena saya sudah memasukan password dan username yang benar tapi tidak bisa mohon diperbaiki,1,Negatif
Harus main tebak tebak kan dulu baru bisa dm :(,1,Negatif
Gua selalu terlogout dari akun sendiri dan titak bisa di buka lagi,1,Negatif
Gua download kagak bisa² kesel gua😠,1,Negatif
Bagus sihh cuma 3ntah kenapa setelah saya log in saya gk bisa masuk katanya suruh verify tapi tetap gak bisa,3,Netral
